nome,conselho_regional,registo,localidade,data_constituicao,email,morada,codigo_postal,telefone,telemovel,fax,url_fonte,zona_evento,tipo_evento,observacoes
"LUÍS CARDEIRO & NÁDIA LANDOLT CARDOSO - SOCIEDADE DE ADVOGADOS, RL",Porto,40/12,PORTO,10-09-2012,geral@lcnlc.pt,"Av. Marechal Gomes da Costa, 511",4150-358 PORTO,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=21,,,
"LUÍS KINGWELL, ADVOGADOS & ASSOCIADOS, SOCIEDADE DE PROFISSIONAIS, RL",Porto,32/19,MATOSINHOS,23-07-2019,luiskingwell-44616P@adv.oa.pt,"Rua Ló Ferreira, n.º 99",4450-176 MATOSINHOS,+351229387952,,+351229387953,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=21,,,
M. ALEXANDRA COSTA E MAGNA ALMEIDA - SOCIEDADE DE ADVOGADOS,Porto,13/98,VILA REAL,06-03-1998,soc.@oa.pt,"Rua D. Pedro Castro, . 68 - 1º",5000-669 VILA REAL,+351259325692,,+351259325692,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=21,,,
"M. BELEZA & FONSECA DA SILVA - SOCIEDADE DE ADVOGADOS, RL",Porto,52/12,PORTO,07-12-2012,mbeleza-5306p@adv.oa.pt,"Rua José da Silva Passos, 82",4250-544 PORTO,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=21,,,
"M. HENRIQUETA BRACONS & ALBERTO FERNANDES - SOCIEDADE DE ADVOGADOS, RL",Porto,17/12,BRAGANÇA,18-05-2012,mhenriquetabracons-6823l@adv.oa.pt,"Rua Almirante Reis, 6 - 1º Sala 3",5300-077 BRAGANÇA,+351273324065,,+351273324065,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=21,,,
"MACHADO RUIVO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,34/97,VILA NOVA DE FAMALICÃO,11-07-1997,pedro.m.ruivo-6067p@adv.oa.pt,"Rua Camilo Castelo Branco, 122",4760-127 VILA NOVA DE FAMALICÃO,+351252322402,,+351252318909,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MACHADO VILELA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP RL",Porto,49/08,BRAGA,14-08-2008,machadovilela-6549p@adv.oa.pt,"Rua de São Gonçalo, 39",4710-310 BRAGA,+351253217040,,+351253217042,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MACHADO, SARMENTO - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,34/19,PORTO,14-08-2019,pedro.s.machado-7376p@adv.oa.pt,"Av. da Boavista, n.º 3197/3201",4100-137 PORTO,+351226079390,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MADRE - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,41/14,PORTO,15-07-2014,geral@madreadvogados.com,"Rua do Campo Alegre, n.º 1306 - 1º andar, sala 106",4150-174 PORTO,+351229980100,,+351229980103,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MAGALHÃES E SILVA, VELLOSO FERREIRA, BROCHADO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Porto,38/02,PORTO,29-04-2002,mvb@mvb.pt,"R. de Diu, 159",4150-274 PORTO,+351225320140,,+351224056331,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
MAIAS & BRAVO-SOCIEDADE DE ADVOGADOS RL,Porto,48/08,BORBA DE GODIM,06-08-2008,jcarvalhomaias-5322c@adv.oa.pt,"R. do Terreiro, Cidade da Lixa / Edfº. Stop, 32",4615-687 BORBA DE GODIM,+351255483403,,+351255483442,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MANO & RODRIGUES - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,82/10,PORTO,07-10-2010,catiapereira-48318P@adv.oa.pt,"R. Júlio Dinis, 247 - 5º. E 4",4050-324 PORTO,+351226096800,,+351226096801,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
MANUEL DOMINGUES & JOSÉ ALBANO DOMINGUES-SOCIEDADE DE ADVOGADOS RI,Porto,31/04,MELGAÇO,12-07-2004,albanodomingues-6086p@adv.oa.pt,"Largo Hermenegildo Solheiro, 238 - 1º.",4960-000 MELGAÇO,+351251402339,,+351251402339,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MANUEL GONÇALVES, LOURDES CUNHA GONÇALVES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,4/87,VIANA DO CASTELO,10-04-1987,mgoncalvesadvogados@mail.telepac.pt,"Rua da Bandeira, 15 - 1º Frt. Aptº. 160",4901-910 VIANA DO CASTELO,+351258809200,,+351258809205,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MARIA DE MAGALHÃES, ANA ÁGUAS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,55/10,PORTO,26-05-2010,geral@cmb-advogados.com,"Rua Calouste Gulbenkian, n.º 52, 7º andar, - Escritório 9",4050-144 PORTO,+351226094900,,+351226094902,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=22,,,
"MARINHO MAGINA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, S.P., R.L.",Porto,14/89,MATOSINHOS,20-03-1989,maginaadvogados@mail.telepac.pt,"Av. Dom Afonso Henriques, 537",4450-014 MATOSINHOS,+351229375962,,+351229375982,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MARINHO, MONTEIRO, BASTOS & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP RL",Porto,35/19,PORTO,02-09-2019,geral@plcadvogados.com,"Rua Caldas Xavier, n.º 38 - 6º dto.",4150-162 PORTO,+351220992994,,+351220925540,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MARINHOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,33/03,FELGUEIRAS,06-05-2003,fernandomarinho-4169p@adv.oa.pt,"Rua António Pinto Ferreira, nº 53, Edf Centro - Coordenador de Transportes de Felgueiras",4610-193 FELGUEIRAS,+351255925652,,+351255923830,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MÁRIO LAGE, CLÁUDIA O. SOUSA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,67/06,GONDOMAR,01-09-2006,soc.@oa.pt,"R. 31 de Janeiro, 51",4420-339 GONDOMAR,+351224835202,,+351224835202,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MARISA DIAS & MIGUEL CASTRO SILVA - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,22/09,SANTO TIRSO,11-03-2009,soc.@oa.pt,"R. D. Nuno Álvares Pereira, 11 - 2º. Sala 3",4780-439 SANTO TIRSO,+351252861053,,+351252861053,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MARQUES & AREAL DA SILVA - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,26/98,TROFA,18-06-1998,geral@masadvogados.pt,"Rua Camilo Castelo Branco - Galerias Catulo, 2º. - Sala 05",4785-293 TROFA,+351252411208,,+351252411206,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MARQUES E OLIVEIRA CORTEZ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,7/20,PORTO,19-03-2020,saramarques-45975P@adv.oa.pt,"Rua de Camões n.º 218, 1º andar, sala 7",4100-138 PORTO,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MARQUES SANTOS & OLIVEIRA AMORIM - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,3/20,PORTO,12-02-2020,mario.santos@mariosantos.eu,"Avenida Fernão Magalhães, n.º 1841",4350-171 PORTO,+351228346950,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MATIAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,2/04,PORTO,16-01-2004,geral@grupodeadvogados.com,"Av. da Boavista, 1361 - 6º. e 7º.",4100-130 PORTO,+351226075600,,+351226075609,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MATIAS SERRA, FERREIRA DA SILVA, JOSÉ PEDRO SOUSA, DIOGO FERREIRA DA SILVA, SOFIA PENA – SOCIEDADE DE ADVOGADOS, SP, RL",Porto,27/02,PORTO,26-03-2002,mslawfirms@gmail.com,"Praça Pedro Nunes, 94",4050-466 PORTO,+351226091116,,+351226000882,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=23,,,
"MATOS DE ARAÚJO, VARELA LOPES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,59/99,PORTO,18-11-1999,a.matosaraujo-6160p@adv.oa.pt,"Av. de França, 256 - 3º. Sala 3.5 (Edifº. - Capitólio)",4050-276 PORTO,+351228331095,,+351228315717,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MDRA – ADVOGADOS & ASSOCIADOS, SP, RL",Porto,20/03,PORTO,18-03-2003,geral@mdradvogados.pt,"Rua Arquiteto Cassiano Barbosa, 112 D, sala 1, 1º andar",4100-009 PORTO,+351225088482,,+351225020049,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MEDINA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,16/12,PORTO,14-05-2012,info@medina.pt,"Av da Boavista, 2881 - 1º, Sala 7",4100-136 PORTO,+351226198100,,+351226105301,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
MENDES FERREIRA & ASSOCIADOS-SOCIEDADE ADVOGADOS RL,Porto,40/09,PORTO,24-04-2009,pmf-45794P@adv.oa.pt,"Av. da Boavista, 3477 - 3521 Sala 308 / Edfº. - Avis",4100-122 PORTO,+351226096915,,+351226098649,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MESSIAS CARVALHO, SÓNIA DE CARVALHO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,40/02,PORTO,03-05-2002,geral@mcsc.pt,"R. de Vilar, 235 - 6º. Edifício Scala",4050-626 PORTO,+351226076070,,+351226076079,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MIGLIANO, AREIAS E PENAFORT, SOCIEDADE DE ADVOGADOS, SP, RL",Porto,1/25,PORTO,22-01-2025,fmigliano-60398P@adv.oa.pt,"Rua Paulo Gama, n.º 629, gabinete 2.4",4169-006 PORTO,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MIGUEL BROCHADO TEIXEIRA, CLÁUDIA MARQUES - SOCIEDADE DE ADVOGADOS, RL",Porto,28/13,PORTO,11-04-2013,geral@brochadoadvogados.com,Rua da Constituição n.º 236 - 3º direito,4200-192 PORTO,+351226001088,,+351226001341,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MIGUEL FERNANDES FREITAS & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP RL",Porto,67/10,BRAGA,14-07-2010,geral@mfcadovogados.com,"Av. 31 de Janeiro, N.º 12",4710-452 BRAGA,+351253618592,,+351253612481,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MIGUEL MACEDO VARELA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,18/17,VILA NOVA DE FAMALICÃO,04-05-2017,mmacedovarela-9253p@adv.oa.pt,"Rua Adriano Pinto Basto, 177 - 1º.",4760-114 VILA NOVA DE FAMALICÃO,+351252322042,,+351252322076,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MIGUEL VEIGA, NEIVA SANTOS E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Porto,51/02,PORTO,25-06-2002,mail@mvassoc.pt,"R. da Picaria, 75",4050-478 PORTO,+351220113000,,+351220113011,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=24,,,
"MÓNICA JOÃO TEIXEIRA, SUSANA PINTO QUARESMA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL",Porto,6/19,PORTO,16-01-2019,monica@mjt.com.pt,"Rua Gonçalo Cristóvão, 116 - 1º esq.",4000-264 PORTO,+351222083244,,+351222010152,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
MONTENEGRO SOCIEDADE DE ADVOGADOS SP. RL.,Porto,36/19,BRAGA,02-09-2019,marinamontenegro-56913L@adv.oa.pt,"Rua José António Cruz, n.º 15 - 2º dto",4715-343 BRAGA,+351913108420,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MORAIS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,27/23,ARCOZELO VNG,20-10-2023,geral@moraisassociados.pt,"Av. da República, n.º 1117",4410-496 ARCOZELO VNG,+351223223880,,+351221127205,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MORAIS & RAMOS, SOCIEDADE DE ADVOGADOS, CONSULTORIA E GESTÃO, SP, LDA",Porto,21/25,LAVRA,04-07-2025,claudiacastromorais-8577p@adv.oa.pt,"Rua Antela, n.º 926, r/c",4455-049 LAVRA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MORAIS DA FONTE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,39/15,VIANA DO CASTELO,07-08-2015,info@moraisfonte.pt,"Praça da república, 6 - 1º",4900-520 VIANA DO CASTELO,+351258826223,,+351258827575,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MORAIS SARMENTO, MARQUES - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,30/15,PORTO,09-06-2015,mjmarques@msn.com.pt,"Av de França, 20 - 6º Salas 605 - 607",4050-275 PORTO,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MORAIS, BASTOS & OLIVEIRA - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,39/08,SANTA MARIA DA FEIRA,01-07-2008,geral@mbo-adv.com,"R. Dr. Cândido de Pinho, 32 C",4529-908 SANTA MARIA DA FEIRA,+351256378032,,+351256374927,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MOREIRA LIMA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,54/08,GUIMARÃES,28-08-2008,geral@moreiralima.pt,"Av. General Humberto Delgado, 100",4800-158 GUIMARÃES,+351253439290,,+351253511170,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MOREIRA, BRITO E CUNHA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,36/14,PORTO,01-07-2014,geral@mbc-advogados.pt,"Rua do Crasto, n.º 120",4150-241 PORTO,+351223214366,,+351223214373,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MOURA DE SÁ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,35/16,PORTO,23-09-2016,geral@thinklegal.pt,"Avenida da Boavista, 1681 - 7º andar direito",4100-132 PORTO,+351220998359,,+351223320372,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=25,,,
"MOURA NUNES, JOÃO ROSSA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RI",Porto,15/03,PORTO,24-02-2003,advogadosdoporto@hotmail.com,"Praça Dª. Filipa de Lencastre, 22 - 1º. Salas 13 a 15 - 13 a 15",4050-259 PORTO,+351223390139,,+351223390118,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"Moutinho da Costa, Magalhães & Associados - Sociedade de Advogados, SP, RL",Porto,15/20,PORTO,16-06-2020,bruno.magalhaes@mcmalaw.com,"Rua Cândido dos Reis, n.º 46, 1º andar, sala 3",4050-151 PORTO,+351224078832,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"MR – MARTINS ROCHA & ASSOCIADOS – SOCIEDADE DE ADVOGADOS, SP, LDA",Porto,24/25,VIANA DO CASTELO,18-07-2025,mrsc.advogadosassociados@gmail.com,"Praça Primeiro de Maio, Centro Comercial Primeiro de Maio, Fração L, rés-do-chão esq",4900-534 VIANA DO CASTELO,+351258104976,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"MTAL - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,42/21,PORTO,03-09-2021,miguel.teixeira.adv@gmail.com,"Rua Pedro Homem de Melo, n.º 140, 5º andar, sala 506",4150-600 PORTO,+351226098915,+351916661555,+351226098649,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"MVA - MAGALHÃES, VIANA, ANTUNES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,76/03,BRAGA,28-11-2003,geral-braga@mvaadvogados.com,"Largo Barão de São Martinho, n.º 13 - 5º",4700-306 BRAGA,+351253600610,,+351253600619,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"N – Advogados – Nuno Albuquerque, Deolinda Ribas – Sociedade de Advogados, SP, RL",Porto,11/94,BRAGA,11-02-1994,geral@nadv.pt,"Rua Bernardo Sequeira, n.º 78 – 1º andar, Sala I",4715-671 BRAGA,+351253 609 330,,+351253 609 311,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"NARCISO PIRES, ARMINDO SANTOS, PAULO ABREU - SOCIEDADE DE ADVOGADOS",Porto,46/94,BRAGANÇA,08-11-1994,soc.@oa.pt,"Rua Nova do Toural, 8",5300-000 BRAGANÇA,+351273327345,,+351273327345,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"NEVES FERREIRA, ROCHA ALVES & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Porto,19/19,GUIMARÃES,28-05-2019,nova@novalegal.pt,"Rua de Covas de Cima, n.º 159 B",4810-107 GUIMARÃES,+351253774461,,+351253774461,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"NEXT - GALI MACEDO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Porto,51/05,PORTO,20-09-2005,geral@gmadv.pt,"Av. da Boavista, 1588 - 7º.",4100-115 PORTO,+351220902525,,+351220160280,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"NUNO CEREJEIRA NAMORA, PEDRO MARINHO FALCÃO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,15/93,PORTO,13-03-1993,geral@sociedadeadvogados.eu,"Estrada da Circunvalação, n.º 7642, piso 4",4200-162 PORTO,+351225573520,,+351225507220,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=26,,,
"NUNO FONSECA ALVES, FABIANA AZEVEDO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,35/21,PORTO,26-07-2021,geral@nfs-advogados.com,"Largo da Paz, n.º 41",4050-460 PORTO,+351222440820,,+351220161680,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"NUNO RÊGO & ASSOCIADOS -SOCIEDADE DE ADVOGADOS, SP, RL",Porto,36/10,PORTO,29-03-2010,nunoregoadv@iol.pt,"Av Dr. Antunes Guimarães, 849",4100-018 PORTO,+351252419985,,+351252428844,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"OAK LEGAL – SOCIEDADE DE ADVOGADOS, S.P., R.L.",Porto,35/24,PORTO,16-10-2024,jpsilveirabrito-47731P@adv.oa.pt,"Rua Cunha Júnior, 41 A, 2º",4250-186 PORTO,+351926349669,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"ORIEN – SOCIEDADE DE ADVOGADOS MULTIDISCIPLINAR, LDA.",Porto,42/25,PORTO,05-11-2025,diogo.oliveira.santos-62695P@adv.oa.pt,"Avenida da Boavista, n.º 1203, 2º andar, escritório 208",4100-130 PORTO,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"OSÓRIO DE CASTRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,18/13,VILA NOVA DE GAIA,06-03-2013,miguelosoriodecastro-6814p@adv.oa.pt,"Rua Teixeira Lopes, 191 - 1º",4400-320 VILA NOVA DE GAIA,+351223708807,,+351223723274,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"PACC – Sociedade de Advogados, SP, RL",Porto,13/06,PORTO,07-03-2006,paulocostacarvalho-8968p@adv.oa.pt,"Rua Caldas Xavier, 38 - 4º centro",4150-162 PORTO,+351222081159,,+351222089673,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"PACHECO DE AMORIM, MIRANDA BLOM & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Porto,21/05,PORTO,15-03-2005,pa@pa-advogados.pt,"Av. Doutor Antunes Guimarães, n.º 628",4100-075 PORTO,+351225323890,,+351225323899,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"PAF, ADVOGADOS SP, Lda",Porto,1/22,PORTO,06-01-2022,mbp@paf.legal,"Rua São Francisco Xavier, n.º 115, sala 2",4150-673 PORTO,+351225430100,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
PAULA CRISTINA MAGALHÃES & PATRÍCIA SOARES BOTELHO-SOCIEDADE DE ADVOGADOS RL,Porto,42/98,VILA NOVA DE GAIA,30-11-1998,paulacristinamagalhaes-6140p@adv.oa.pt,"R. Barão do Corvo, 37 - 4º. S/U",4400-039 VILA NOVA DE GAIA,+351223723191,,+351223723192,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"PAULO CUNHA, JOSÉ DINIS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Porto,13/22,VILA NOVA DE FAMALICÃO,23-03-2022,pcjdadvogados@gmail.com,"Praça Dona Maria II, n.º 146, Loja 4",4760-514 VILA NOVA DE FAMALICÃO,,+351913402375,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=27,,,
"PAULO GOMES - ROSA PRATA & ASSOCIADOS - SOCIEDDAE DE ADVOGADOS, SP, RL",Porto,13/18,FELGUEIRAS,15-03-2018,paulojgomes-7441p@adv.oa.pt,"Prª Manuel Baltazar, Edf. Campo da Feira, 2º - sala 205",4610-113 FELGUEIRAS,+351255926262,,+351255926263,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=28,,,
PAULO JORGE SOUSA & JORGE RODRIGUES-SOCIEDADE DE ADVOGADOS RL,Porto,6/08,MIRANDELA,24-01-2008,jrodrigues-7268p@adv.oa.pt,"R. dos Távoras, 1",5370-422 MIRANDELA,+351278264144,,+351278203519,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=P&r=&n=&lo=&m=&cp=&op=&o=0&page=28,,,
